UserID,pref
3685,"288,1018,1124,217,2203,3249,1107,580,1296,254,2749,1261,2652,2558,1109,2375,1486,1108,1133,1117,1121,107,594,1105,1119,1132,1585,108"
3686,"2558,803,594,1486,580,2204,1289,1849,1132,1187,2899,1026,2375,1156,1140,1060,1203,1144,2652,3430,1130,1213,3190,1185,2401,1261,1118"
3687,"2558,310,2899,514,1564,347,1156,580,859,1575,355,1849,971,2163,2932,577,860,1768,1118,1546,582,854,964,575,1261,1901,2945"
3688,"863,852,2496,864,714,803,108,1109,1849,1026,1132,848,1156,2786,310,1130,1174,1840,2558,1191,1018,1107,107,580,2132,1124,893,514"
3689,"310,1849,594,1174,347,1018,217,2375,1585,580,2481,47,1124,2309,993,1133,1744,1479,2506,1399,2348,542,3567,1564,2163,2899"
3690,"1744,2749,1564,310,1399,2496,1486,2652,1849,2489,285,1585,514,107,347,225,2203,2786,2945,2204,1018,2401,2348,2684,993,3030,102"
3691,"2375,107,3342,580,2652,2204,254,310,2558,576,1067,1849,2899,514,1018,2786,1486,2489,217,709,2502,1060,1149,1107,1744,2709"
3692,"1289,1125,1026,1175,1130,1112,1818,2427,1167,2512,1108,1213,2593,1187,1815,1237,1803,908,254,2744,3276,3267,1225,540,3440,3430,2447,577,247"
3693,"1486,803,310,1108,1109,3430,528,1175,2587,3190,2375,1107,1132,1105,1216,1821,972,254,580,1112,1149,1187,848,2749,1775"
3694,"803,514,1849,1108,1132,2204,347,310,1124,1168,2711,1060,1789,1174,1105,594,1144,1185,3190,2600,1296,1118,1179,1216,1018,108,2587,1121"
3695,"1109,1108,2375,1060,594,2786,2652,580,2749,347,1018,514,285,254,1174,1107,2489,1407,310,368,1026,1179,3187"
3696,"2899,1060,1108,1187,2587,2652,3430,594,514,2204,1486,3190,2558,2600,1296,288,1124,1203,1144,1174,467,1140,1008,3135,1450,2163"
3697,"1109,254,2558,1108,1121,1289,107,803,1125,1132,467,972,1479,1107,444,1821,1149,2776,2512,2709,1004,1026,1775,1111,2375,2427,1276,2014"
3698,"2558,2652,3342,2786,2375,2749,254,594,2427,803,2899,528,3551,2489,2144,1107,1132,2945,2203,1161,2960,2401,844,2795,2600,108,843,1493,1595"
3699,"852,2652,580,848,107,1109,859,844,909,1159,863,1479,444,860,853,843,1118,1115,254,893,1114,2880,1105,1163,1130,839,850,1136,1766,1200"
3700,"1849,514,580,1564,107,1575,145,1619,2652,1124,2932,594,2079,2749,577,1295,310,1454,2132,1121,2427,288,61,1537,1546,860,516,2885"
3701,"254,1107,1109,2375,2558,2427,1121,3342,444,852,1479,467,1849,1276,145,1278,909,1143,2899,575,844,1259,355,859,3551,1159,1564,1119"
3702,"2786,1110,714,1117,2959,1108,528,1454,2758,2375,1517,1179,864,3239,1006,1450,1026,1162,1276,1595,2749,1742,1786,1210,1407,1259,2600"
3703,"1108,1140,1213,594,1121,3509,3551,1153,714,2932,2740,1006,2899,3430,1503,1145,1821,285,1187,1112,1126,1200,1935,3652,2163,909,1131,2744,2742,217"
3704,"1067,2749,1008,594,709,310,1060,1486,1018,1105,2652,2786,580,288,1296,1261,1134,1124,1505,2512,1884,1197,1175,3187,1111,1117"
3705,"2204,803,1026,514,3310,1774,2786,108,714,1140,1143,254,2401,1773,1161,240,1132,2776,1109"
3706,"2587,1108,3190,310,2600,2204,2711,1296,1789,1109,1744,217,1168,1216,2502,1008,3319,2991,1140,1144,3430,1131,1179,1009"
3707,"288,1486,1018,285,1124,6,2348,1821,542,2079,2489,1385,1822,1298,1509,1585,1493,1144,1582,1733,2137,1739,1357,2087,1823,2684,2749,16"
3708,"1849,1289,107,1140,1213,1151,1019,1153,1821,1133,594,1454,1145,1006,1125,1121,2163,1167,2932,2204,1108,1179,738,1109,32,1144,1131,972,964,3511"
3709,"2587,1108,580,2600,2204,310,2652,1849,2899,1789,1124,2163,3319,2506,2502,288,2711,1216,577,1167,2991,1179,852,2512,993,2179,1168,2132"
3710,"2587,1067,1399,1744,2481,2600,709,225,2502,1134,3030,335,2899,1108,1179,2711,1168,690,102,2512,324,743,211,1450,2591,2496,3319,3509"
3711,"2899,594,310,1849,467,107,2558,576,580,738,2163,1125,1450,1111,2427,1149,2932,2709,1407,355,2749,1261,308,1018,3509,848"
3712,"1109,467,1200,1108,576,2709,1174,254,1149,1121,738,1107,2427,371,1179,700,444,1479,2899,107,972,1421,1278,1935,1407,2214,1738"
3713,"1216,1179,1789,1619,254,1107,2711,1849,1121,107,584,514,1108,1109,1026,2593,2375,427,145,1575,526,347,580,2786,348,2132,1008"
3714,"594,288,2749,254,1018,1124,1213,1136,2203,2335,1143,1840,1540,2600,1004,39,3187,1162,1585,1112,1092,1145,1503,1582,1144,2481,964,1196,1289,2309"
3715,"2427,1149,2652,575,581,1259,2163,355,1004,1900,254,582,958,3342,576,1067,1898,1051,1121,320,1916,308,1191,1960,1981,1179,2201,1407,467"
3716,"1744,2481,1849,288,1019,1399,2558,102,594,514,738,3342,3551,1119,1133,1540,347,2496,1175,1585,2587,1124,107,217,1407,580,3030"
3717,"1108,1179,1168,467,2711,2558,514,310,1060,576,1296,1149,1026,2600,1789,2512,254,1109,1008,1849,972,2932,1107,1276,1174,580"
3718,"2652,108,1161,1174,844,288,1140,594,1124,1773,1156,1060,1139,863,1130,1067,709,1486,1197,3489,862,843,1153,1033,848,2874,2112,1123,1147"
3719,"2652,2558,2512,2899,254,2776,217,1179,2786,1107,2163,1782,1,2203,2309,2401,2959,2557,1109,2502,2593,2866,2384,2503,1051,2144,1121,853,2566,2496"
3720,"1108,347,803,1486,594,444,514,288,1159,1132,2132,1143,2204,240,1115,1479,57,852,2098,1018,285,700,1657,1158,2587,2489,3623"
3721,"2786,2652,1105,803,310,108,2401,2203,2496,2489,594,1124,1261,217,514,2587,2702,1018,288,3134,2749,709,1789,2098,1343,2456,1067,1156"
3722,"1125,1818,1167,1289,1803,1248,1225,1980,2263,1250,908,1253,1815,3267,1237,1170,1111,3244,2806,2267,1938,2262,2447,1187,2695,2463,1140,1619"
3723,"2652,2558,254,2502,2481,217,1060,3190,1121,2512,2496,2163,1051,1107,1179,2711,2587,3319,1296,1168,743,2776,3133,1109,848,3430,3310,1399,2991,1131"
3724,"1107,1109,347,1060,803,2512,580,1575,1026,107,575,1821,1486,254,1849,2587,3430,1121,514,1067,3319,1187,3190,1144,310,1008"
3725,"288,1849,2749,594,1179,3342,1124,1018,3511,1564,1503,145,107,2684,1832,217,2945,310,1143,1454,2384,2137,1486,576,1833,1582,736,2481,1133,2593"
3726,"1109,1450,1060,2204,2375,1486,576,1067,1108,1149,1179,2899,254,2711,2512,528,709,1111,1407,3190,2959,1008,1051,2163,3509,972,3430,310"
3727,"107,864,2652,1125,803,1136,528,594,1132,1119,3190,1124,1117,1111,2600,217,2740,2737,1185,1115,1131,1479,347,1133,1112,3319,1159"
3728,"2652,580,1849,107,2375,2749,2558,1109,2481,2512,2776,1051,3342,2163,2559,2491,1107,2496,2794,2899,2503,2675,2404,2485,743,1446,2309,1200,3511"
3729,"3342,580,310,1289,803,1486,2132,467,1109,347,444,2932,1026,2652,1744,2079,1505,2740,1782,1167,700,1619,1130,1564"
3730,"254,1108,1107,1121,467,1849,1109,1450,859,1168,1200,2709,1051,577,1004,2427,2776,579,2214,909,1171,1115,848,371,576,1118,2203,1935,107"
3731,"2375,514,1849,107,1108,254,1117,714,1110,528,1407,1107,1149,2709,1517,1126,3461,2959,2335,864,3239,3462,1742,1179,2758,1121,1131"
3732,"852,1109,844,2652,2786,848,853,580,254,2558,288,859,1486,1174,2204,843,863,1200,1140,1121,1124,893,1107,1149,1289,3204,909"
3733,"1124,288,803,310,2786,1132,2749,1018,107,1105,514,1117,594,1849,1133,580,2652,2945,864,1119,1108,217,1107,1486,1174,2600,714"
3734,"2749,1179,738,1493,1503,3342,2375,703,2506,3511,1833,3239,3384,1832,1738,3551,1454,2960,576,2839,3278,1421,2684,1477,288,1744,3303,2137,628,1697"
3735,"863,1140,1486,1161,1108,803,2587,1132,1105,594,1176,714,108,2512,1296,2786,1157,3204,1156,2132,852,853,1008,862,2098,1174,1153,1124"
3736,"2375,1849,580,514,467,107,2558,2427,310,576,288,1450,2506,738,2932,1564,1259,1575,145,1540,347,308,1454,1124,1421,1546,2959,1306"
3737,"803,859,254,514,594,1132,1109,1849,580,1289,1107,852,972,1179,2558,2749,444,1187,347,1450,1121,1200,1213,1168,2593,738,1775,893,1216"
3738,"2427,1121,1179,3190,1144,1213,3430,1187,2512,1203,2899,3135,1131,1107,2587,2593,1185,1060,850,3319,2824,2163,2600,1289,254,2826,2708,2160"
3739,"514,864,310,1161,2960,1136,1117,1125,714,580,1114,844,528,843,50,2506,1143,1124,2508,628,1849,1168,3239,1119,2945,1493,1130,1123,577,1176"
3740,"1849,2652,514,594,288,1105,2132,107,803,3342,310,1136,254,1151,1107,1132,1124,1133,1782,3511,1564,1143,2137,1019,2079,1505,1109,1155,1213"
3741,"580,2558,1108,1109,288,972,1179,444,1107,2375,467,1450,576,1216,1174,310,1018,1200,107,2709,368,347,2132,1149,1276,700,1151,1121"
3742,"254,1107,580,1121,310,576,1109,1179,1124,1149,2587,2481,1399,514,444,2502,1744,2375,1026,1174,2709,3030,225,217,743,467,1450,335,1111"
3743,"1849,347,107,2375,3342,1575,2427,1619,526,2899,3511,2163,2232,145,1295,1564,1216,355,3178,584,1442,2470,2932,1121,17,575,1026,1110,2593"
3744,"864,1136,1140,1619,2652,1119,145,1125,2587,1114,528,1399,2132,1156,1117,1143,2481,1153,577,2192,1202,1161,3190,2960,1006,2160,2932,1537"
3745,"3342,2512,3178,1744,584,2959,3551,2204,1179,427,1051,3511,2401,2470,1505,2129,1619,1442,2144,217,348,3032,2496,347,526"
3746,"107,254,1119,803,1019,2711,1296,1133,1107,1131,580,577,310,1821,1789,3190,3239,2932,347,1121,1108,2600,3319,2652,864,514,1450,1132,859"
3747,"2652,580,467,2204,1117,852,2401,2899,1026,3178,1450,2496,3190,1179,2558,2776,1136,2489,2749,2163,1108,1,3509,3239,714,1421,39,32,2481"
3748,"2600,1168,1179,2652,1744,2512,2711,1399,1789,3319,3190,2502,1296,2587,2481,1527,2991,2593,1131,1821,3135,2591,3030,347,1782,1585,2496,1216,225,1026"
3749,"580,2652,2204,2375,594,1067,1450,347,1505,709,2203,1399,2129,1134,1174,2558,1385,1619,229,2401,50,3030,108,2839"
3750,"1108,2600,1004,1117,1981,1168,1296,2013,1826,2899,2758,1994,1960,1788,1789,1200,2401,2711,1133,1110,1126,859,3652,2593,2666,1585,467,714,32"
3751,"860,852,514,1107,2558,254,1109,1849,844,1108,848,1121,576,1149,803,1111,1486,909,2899,1125,2204,893,467,859,843,1159"
3752,"347,1107,1108,254,1121,803,2899,2786,1109,310,2711,2600,859,2587,1132,2456,1168,1296,1849,1133,964,3551,971,2163"
3753,"1849,2558,107,288,576,1109,1124,2375,1168,1564,1121,1261,1296,1175,2512,310,3319,2991,1107,3190,1149,1789,594,2711,1179,1486,1200,540,1119,145"
3754,"1119,1107,803,1019,1179,1121,1132,1775,1289,3239,1782,1144,1026,1538,3190,1172,1151,254,972,1167,1181,1203,1216,1821,2160,1141"
3755,"803,514,2652,2558,848,859,852,594,1118,580,2786,1132,844,1486,2204,1130,863,310,254,714,843,1115,1156,1168,1159,2512,893,1026,839,1108"
3756,"1109,254,2375,1174,310,575,2786,577,514,2204,1479,700,582,3342,1744,1450,1575,972,1155,145,1200,1060,738,526,1026,2079,1564"
3757,"1486,444,594,2375,107,1107,1174,2558,1111,580,514,972,1149,254,2204,803,1019,368,2014,2652,3342,1216,1775,1121,1124,1125,1289"
3758,"514,2558,580,1849,2375,107,1486,594,310,576,444,1564,2932,1479,1067,2945,1261,709,577,1161,1151,972,690,47,1149,145,1121,240,2600"
3759,"1060,2481,1399,3430,1849,1744,2786,3190,225,3319,1009,2502,1187,3030,2587,1108,1450,2496,347,335,1296,2600,859,1527,2652,102,2591,1929"
3760,"2600,254,1289,803,2899,594,1108,1125,1109,3342,467,2204,1130,1132,714,1171,1185,1486,288,1187,859,1115,2512,1118,2558,1107"
3761,"528,1107,254,1111,1125,576,1108,714,1849,1149,1179,803,2375,107,1486,1109,2786,1121,864,1454,1110,594,1067,1051,1132,1060,3239,1117"
3762,"1125,467,580,1132,853,803,1486,864,1289,2463,2447,1161,1111,1117,1149,528,594,2174,254,3204,288,1243,1261,2006,1818,3108,2443"
3763,"1109,1108,2652,1111,1174,1125,1107,2786,254,1051,1060,972,1149,2711,2375,1446,3342,1216,1276,1789,2899,576,2427,1168,1121,1179,2512,1008"
3764,"1105,1132,852,803,1124,1140,863,848,108,714,1130,844,1773,1118,1139,1156,1153,1013,310,850,594,843,2795,25,909,1450,860,1766,3193,1117"
3765,"2932,1213,1789,526,1168,2232,1564,1261,2470,1821,574,1216,584,1442,2866,1185,2427,1295,2711,1156,1619,347,1112,3511,1108,2111,2239,3178,3551,3032"
3766,"347,1849,1216,526,584,1575,2232,1619,574,1789,1744,1442,3032,2899,348,1282,427,1295,2593,1168,1174,1614,487,2129,2711,330,1030"
3767,"2652,2204,1095,1023,1216,57,259,1789,348,1505,3187,496,852,2235,3037,1213,2489,1140,526,2132,433,1174,1780,1143,298,1100,2960,502"
3768,"1060,803,1108,2652,514,1849,2506,528,107,1109,1167,1133,347,3430,848,1124,1131,1121,2204,2776,1149,2711"
3769,"1179,1109,2203,2587,2711,1067,2512,1191,2401,2786,1107,864,1140,2132,2204,964,1018,2652,1121,1399,1026,288,2593,514,3430"
3770,"2204,1108,254,2652,1121,2600,514,2786,1107,852,444,1060,594,1216,1174,859,1187,1168,860,3133,1004,1203,259"
3771,"1289,1125,1818,1107,254,803,1026,1167,1109,1132,1111,2512,1276,1803,1815,972,1821,908,1849,2335,1149,2774,2427,107,1822,1248,2439"
3772,"580,1125,864,1111,2587,528,3295,1051,1399,3239,1224,1136,1477,2588,1095,1842,50,2820,2960,2097,1293,2463,3430,1149,1994,1119,3462,3623,1114,2622"
3773,"467,3190,2587,254,580,1486,1108,1179,1187,1026,1107,3430,288,1744,1109,1105,1144,2496,1121,2652,2502,2593,1008,803,3319,1213,3135"
3774,"288,594,310,2375,580,1849,107,2558,2749,1124,1018,1174,514,47,285,1564,1486,2098,2684,993,2137,1175,2795,2932,516,2893,240"
3775,"1108,2899,514,1144,3190,1213,2600,1296,3135,1187,2711,1008,1179,1131,1185,1203,2593,2163,2401,1174,3133,2111,3319,3310,1619,427,3249"
3776,"1108,2711,1789,2587,2600,3319,1008,2991,1168,1296,1179,1964,1131,3133,2512,2593,2826,1527,2059,1821,1216,2179,1194,1166,3190,2708,2214,3294,2591"
3777,"1026,1108,1109,580,310,347,2587,1179,254,2899,1849,1060,1107,107,1289,909,2375,848,594,859,1121,1140,467,1216,444,1156,839"
3778,"803,1744,310,1132,1564,1105,580,1112,3190,1575,1446,1175,1738,2786,2652,576,1296,1109,444,863,1775,972"
3779,"852,1108,860,909,842,854,1156,1205,856,839,1216,1887,1140,1768,1538,1841,855,873,868,259,1178,787,851,848,1100,1085,840,870"
3780,"1107,310,1191,1149,1121,1789,1108,107,2711,964,859,576,714,1131,852,864,971,1179,347,2652,581,580,528,2709,1109,1111,1216"
3781,"310,594,580,107,577,347,2932,1261,1575,1026,3187,1564,145,2079,1180,1023,2100,328,495,3032,61,1143,260,1619,2885,259"
3782,"1108,2587,2506,1216,2059,1789,2711,3133,1296,1008,1194,3193,1884,514,1168,3369,2858,3294,2991,1964,2593,1085,1136,2054,1155,1167,1841,2160,1140"
3783,"2652,2132,1060,2786,1168,1144,1213,467,1185,1203,1187,2600,1009,1296,3190,850,3430,1008,3135,2711,2401,108,2160,1165,1108,528,3133,1505,1385"
3784,"2652,514,2204,594,1849,2132,347,1261,1619,1026,310,1564,1505,145,1537,2932,2129,1289,348,1546,2163,1019,288,1295,36,577,1133"
3785,"1105,848,1107,254,310,1126,1121,2587,1110,2489,2959,1159,844,32,843,3551,714,1067,3385,2758,1540,1733,1118,2786,576,1124,109,709,863,690"
3786,"2652,580,310,1174,2375,1109,2945,1564,240,2098,2203,1537,2401,2702,3249,2786,2496,1573,157,2795,2749,755,36,444,1124,1501,1024,1023"
3787,"1108,1121,1107,254,1140,2749,1145,1153,1503,3551,1006,2059,1213,2456,2932,1151,217,1060,714,1100,1564,34,3572,1194,3623,107,50,1205,1201"
3788,"1108,1121,1216,1179,1107,2059,2593,2711,1841,1901,1538,2427,3509,2214,1151,1920,1205,39,1030,1085,852,1789,2163,484,1140,1136,2054,1100,1575"
3789,"1149,1067,1107,594,2786,1018,803,1486,709,580,2652,528,254,576,1121,288,1108,1125,1132,2489,1111,1168,1109,285,108,972,1134"
3790,"1108,528,852,594,714,1060,1110,2496,1117,859,1140,1174,1067,863,2758,1884,2489,2401,1161,1296,709,1009,254,1107,2375,860,853"
3791,"594,1849,580,310,2652,514,288,347,107,2749,1124,1564,2932,2132,145,1619,1261,1140,1023,2684,1143,1454,34,1546,1107,1575,2098,2795"
3792,"2932,1174,2711,145,2427,107,467,3342,2204,1109,2740,803,2079,1179,347,1130,1060,1211,1108,2899,580,3384,1296,3319"
3793,"2652,2496,2502,217,2481,1744,2839,1399,1174,1585,743,102,2309,3030,175,1503,2491,1614,254,2820,428,1385,2376,68,225,3378,211,1365,2143,3543"
3794,"2652,107,2558,217,2401,2203,2945,1051,2512,2506,3551,2309,3342,2786,2144,2375,3511,1121,908,2384,2749,1789,2866,34,2489,467,1503,1849,1151"
3795,"2652,347,2786,2600,803,1168,528,1136,1744,1132,864,2401,288,1537,1202,1185,1296,1307,1085,1841,1026,1107,2192,1399,1161,2129,1407,2711"
3796,"1105,514,803,347,1140,1132,2652,1216,1213,1144,3135,1782,2160,1156,3272,1125,1161,1289,1109,1774,254,1153,108,909,1619,2512,1026,2593,1201"
3797,"1108,859,1121,1107,254,1200,909,1051,1004,2776,1109,577,1140,852,860,1935,1115,1131,1298,2600,1171,839,1095,2014,2013,2427,2163,2709,50"
3798,"288,310,1486,254,1124,2786,1018,1107,2375,1125,528,1161,1385,1733,1119,1111,1105,1564,1121,47,1109,285,6,2348,576,594,217,1585,2489"
3799,"1107,254,1121,2375,1278,1259,1276,2600,1179,1108,2427,320,1051,2899,1274,1060,347,2201,1277,2512,1273,308,2711,738,1111,1540,1275,1832,1789"
3800,"2375,803,1109,1446,1132,1849,576,1200,2481,700,1149,1167,2502,368,1130,1509,2675,908,2491,2416,1306,1980,2776,1818,1935,3702,1124,2794,2404"
3801,"1849,1289,1167,1818,1250,1125,1803,1126,1170,2512,3267,1225,1790,1306,1815,1797,2263,1248,1793,1791,1792,69,1253,1812,2319,1798,1807,247,1242"
3802,"254,347,1107,1121,1114,1789,1109,1168,1619,844,1159,2375,2512,1118,909,1782,1156,3384,1564,217,2129,3190,1174,288,2593,2959,2335,893,1595,1060"
3803,"347,738,1213,1289,1026,1140,964,1738,467,1454,1768,1450,3239,2506,971,1006,1153,1156,1191,703,803,2932,909,1145,2111,1900,2600,854,3310,2740"
3804,"1818,1289,1486,1125,1060,1187,1161,528,1167,1803,2456,853,2512,2600,254,1197,803,1170,1250,1980,3204,1225,1253,2506"
3805,"580,2558,594,1105,444,1149,1130,864,1261,2709,576,972,47,1125,108,3178,1161,2375,2199,2665,844,1486,1479,1213,467,1117,1018,848,3187"
3806,"1289,1125,1818,1167,1803,1126,1130,908,1170,1111,1225,1248,1815,2097,1250,1253,2263,3267,1987,1187,1026,1237,3244,1019,2447,2174,2463,2496,1938"
3807,"107,1125,1450,594,580,2375,1818,1849,908,1187,347,2786,1259,2132,2512,1803,864,1060,738,1225,1274,2558,1167,1170"
3808,"1575,1744,1849,3190,2512,1119,1175,1111,1109,3319,864,1107,1197,69,254,1133,225,2600,2558,1112,2991,803,2711"
3809,"803,254,1108,1132,1107,1849,1109,1121,1289,1125,444,972,1479,1840,1112,1149,1775,1111,2014,1133,576,1213,1450,2740,1151,2744,2666,1818"
3810,"2652,514,1849,852,580,3342,1289,1213,1159,1026,860,107,909,1171,1115,347,1109,1112,3511,1486,1196,2737,1125,1156,803,444,2740,853,1181,839"
3811,"254,1105,1060,803,1121,1107,528,714,1110,1167,1197,1109,1296,1131,3190,2456,1119,1117,1009,1187,1132,1156,1818,1130,1789,1145,2711,1144,1019"
3812,"1108,2375,2558,1849,1125,1109,1111,310,576,2786,1289,1149,254,2587,1179,1107,1213,1121,1060,2335,1105,1112,444,2709,1051,2097,1259"
3813,"310,859,254,2652,1849,107,852,1109,2899,1105,1107,1118,1060,1156,860,909,1159,594,1124,848,863,1187,1115,1261,108,1185,3430,839"
3814,"2749,1849,1140,1213,1145,1108,1144,1289,1153,1006,1201,1105,1564,1203,1840,909,1156,1503,2932,1187,2786,516,1174,1540,1143,1493,2160,1112,3430,1884"
3815,"803,1109,1121,2652,254,2711,1107,1849,2558,347,1179,3190,1132,3319,2587,514,1131,217,1789,1821,972,1200,2600,444,2991,1296,2502,1744,1527"
3816,"1450,1108,2587,2375,2558,576,1821,2711,1109,1004,1789,1168,1200,848,964,972,859,3430,738,1399,971,1981,1112,2740,3319,2214,1994,1900"
3817,"107,1849,514,467,1575,577,347,2652,576,1151,1019,1133,2932,1121,1107,3511,860,1479,371,1119,444,34,254,2132,1208,1175,260,1168,1450"
3818,"1849,2776,2481,3342,2163,2502,2959,217,2932,2512,743,2899,3511,2491,860,1133,2203,1051,2309,3509,2503,3551,1159,2749,853,2485,908,1019,2404,1399"
3819,"254,1107,1849,2375,2786,107,1109,1744,347,1108,1121,576,3342,1450,2427,217,2496,1407,1399,738,3551,2502,1149,803,2839,2959,1111,3030"
3820,"576,467,1149,2375,1111,1125,1026,1450,1121,1179,2709,2427,1454,1051,1259,2959,1276,3295,738,1278,1109,308,1517,3239,2456,1407,1540,1298,254"
3821,"594,863,1117,1124,1157,1123,852,864,862,853,843,848,1018,1169,3204,2006,1840,3390,1119,1139,3489,157,844,3082,1091,2874"
3822,"2652,1849,514,1124,310,594,803,3342,108,1132,528,1564,1119,1105,1486,1109,1140,1149,288,1261,580,1117,2932,1161,2945,1537,1172,1019"
3823,"1821,1112,1132,1107,1479,1774,107,864,1175,972,310,444,803,1121,1171,577,2740,340,2737,2079,1119,1026,3033,1115,1538"
3824,"2587,859,1115,514,1060,254,1171,1289,2506,1159,1187,2489,853,909,1004,1067,1143,972,310,467,3509,839,528,2512,1149,803"
3825,"803,310,1119,863,1105,1109,1175,108,1060,1161,1124,2587,1132,514,1107,1172,852,1130,1176,714,853,1159,1009,1200,844,444,2709,1108,1399"
3826,"2652,580,594,1108,1849,2945,2401,2203,2702,217,1537,240,1023,3249,2960,2098,1564,514,2749,3652,1503,1573,1501,2502,2141,1486,909,157"
3827,"2652,594,2375,1450,107,2558,310,1849,1486,288,1175,1479,1124,444,1407,2709,254,467,738,2161,1018,700,580,1112,1259,3033,576"
3828,"1125,528,1111,1107,254,1117,714,1149,576,514,2375,1121,1110,864,3239,1179,3462,1162,2709,2959,2758,2335,1276,2463,3461,2461,3295,1517"
3829,"580,2401,1140,2652,3133,852,2684,1306,2059,2098,2702,1216,1153,844,2593,1841,1023,39,1149,254"
3830,"594,2786,514,310,2652,580,288,1105,2132,1124,1018,1486,2558,848,3652,3249,2489,1296,2945,2932,1261,844,1019,1130,843,285"
3831,"1107,580,254,310,1121,2558,1486,1849,2427,1125,1564,1109,1111,2932,514,576,2795,528,2960,594,1276,1149,1124,1289,1261,2684,1479"
3832,"2652,1108,2786,108,859,310,1124,863,2600,1105,1018,1156,2132,288,514,2401,1118,3652,2489,852,2204,1130,580,3249,844,803"
3833,"852,1108,1121,1067,853,254,2375,709,3551,1450,1107,2740,1105,2204,528,1407,1161,1109,217,1486,2132,1009,1399,3204,538,2427,690"
3834,"2749,2776,2709,1125,1399,1744,107,1067,358,225,1121,576,859,2786,3030,1119,1107,310,1289,355,335,347,2481,2309"
3835,"288,2652,594,580,3342,310,2204,1105,254,2749,1108,3551,3249,1289,1564,285,444,2932,1018,2489,1124,1261,1585,1140,1479,1503"
3836,"580,347,972,514,1821,1619,1149,2652,310,2600,576,2932,1450,1107,700,1111,2204,444,2558,2132,1849,1109,574,1276"
3837,"2652,514,580,310,108,1130,3190,1105,803,1140,1187,1203,1296,2600,844,2132,3430,1124,1289,848,2587,1109,863,2786,594,1132"
3838,"2652,848,2960,2558,1168,2502,3652,1023,852,3249,1158,2795,1095,3702,3178,2749,803,1143,2702,2587,1501,1486,580,1505,843,259,310,977,2506,844"
3839,"2427,288,1124,1446,467,444,738,1564,371,1454,1477,1421,700,1298,285,1697,1738,1018,1849,528,308,2161,1823,310"
3840,"2652,1105,1174,1179,859,2204,2587,2711,2512,2375,1789,575,1004,964,582,2600,1994,839,1901,1832,1131,2439,3030,3342,971,2593,1833,2899,579"
3841,"1112,1125,108,1187,580,1818,1161,1192,844,3190,2463,1149,2744,2824,3276,1774,2665,347,2447,853,909,285,3440,1237"
3842,"844,3187,1296,859,853,843,288,2512,1118,1789,2893,1619,2600,1161,1008,863,1167,1818,1105,1145,1782"
3843,"347,1744,2502,2481,1399,2491,1030,1168,1282,2129,2711,217,1450,743,584,1017,2496,3384,3511,3030,3702,1130,1789,102,579,2376,2456,2385,2470,1123"
3844,"1105,2506,1108,1140,1213,1790,2512,1250,1797,1167,1306,1793,1791,1807,1792,1798,1812,247,1799,2319,1795,1794,1796,1126,1170,832,1509,1800,1803"
3845,"1108,1067,254,2204,709,2899,1109,514,1107,310,1174,594,1134,1179,852,2959,859,690,2652,3509,2786,1213,1450,714,2375,1121,1026,1105"
3846,"803,2652,1132,1216,1008,288,1197,1296,2593,3133,2711,1789,2587,1179,1821,2160,1168,2600,1131,1026,2991,3193,2826,2059,3294,2708,1124,2054,2512"
3847,"254,1107,2652,1109,1108,1849,107,1121,528,347,217,3342,2600,1119,1179,1117,2587,580,1133,1111,1125,972,1789"
3848,"310,1849,580,803,107,2652,1132,1105,1060,514,2558,444,288,3190,1187,1124,1119,1564,2375,864,2749,2932,1261,3239,1203,1144,3135,108"
3849,"1849,2375,1125,1111,1107,1121,1450,254,467,2427,576,1179,1446,3462,1149,2203,738,3461,628,1224,107,1399,2481,1151,3295,2960,528,240,1143,1108"
3850,"2652,2749,1124,1018,1486,217,803,594,2375,576,2558,1564,993,2203,1132,2401,1503,285,859,1407,2348,2709,6,2137"
3851,"2786,2652,514,2512,2401,2945,2203,217,2204,2558,2144,2489,853,3342,2749,2776,2141,1051,2384,2309,2496,2958,2163,2508,2127,2375,3310,1537"
3852,"803,2652,852,2204,1105,2786,514,1132,863,859,714,848,1067,2600,709,2401,1115,1156,1118,108,1185,1159,1773,1840,594,2880,1143,2203,860,1766"
3853,"2375,1125,2600,1111,1124,580,1849,2587,594,310,1174,2786,1105,1479,2652,2709,254,1450,1108,1018,738,1133,1789,2711,1821,3295"
3854,"514,1849,310,347,1105,1564,2600,2749,803,1026,2652,859,2593,1124,577,1168,1261,1575,2375,2496,1132,288,1004,2137,444,2932,1175,1399"
3855,"580,2375,2558,310,576,444,1174,1486,1479,738,2652,1454,2506,368,700,2489,2709,1849,2204,1493,1446,2786,2161,1517,3033"
3856,"254,864,467,1107,1051,3551,582,3239,577,1125,714,1905,1136,1307,1111,909,1900,3511,3249,335,1901,2502,1191,1839,50,844,1117,575,528,965"
3857,"347,2587,217,3190,1121,1008,1131,1450,3319,1619,575,2711,2932,1174,2111,3030,1789,2163,2502,2512,1744,1399,1009,2899,2991,3430,1179"
3858,"1026,1108,2204,859,864,1140,860,964,971,852,1156,347,1575,577,854,1901,1768,909,582,1179,1004,355,1887,1060,1174,1216"
3859,"2427,107,1107,2652,2375,254,1849,3342,1121,347,576,310,1564,1407,700,1738,1540,2749,1259,738,2932,467,3551,1446,1051,703,308"
